SampleFk,TripID,StationID,CollectionDateTime,Depth_m,Division,GenusSpecies,Abundance,BioVolume_µm3_L,Flag,Notes
37309,LP060311,LPCR2085,3/12/2006 17:15,1,Bacillariophyta,Synedra tenera,1425.97,287000,H,
37309,LP060311,LPCR2085,3/12/2006 17:15,1,Bacillariophyta,Synedra ulna,1425.97,7950000,H,
37308,LP060311,LPCR2387,3/12/2006 14:15,1,Chlorophyta,Actinastrum sp.,80,9610,H,
37308,LP060311,LPCR2387,3/12/2006 14:15,1,Cyanobacteria,Aphanizomenon flos-aquae,289581.93,12300000,H,
37308,LP060311,LPCR2387,3/12/2006 14:15,1,Bacillariophyta,Asterionella formosa,283000.52,77700000,H,
37308,LP060311,LPCR2387,3/12/2006 14:15,1,Bacillariophyta,Cocconeis placentula,968.51,1520000,H,
37308,LP060311,LPCR2387,3/12/2006 14:15,1,Bacillariophyta,Cymbella affinis,4387.61,2810000,H,
37308,LP060311,LPCR2387,3/12/2006 14:15,1,Bacillariophyta,Cymbella cistula,26.67,94600,H,
37308,LP060311,LPCR2387,3/12/2006 14:15,1,Bacillariophyta,Encyonema minutum,26.67,5070,H,
37308,LP060311,LPCR2387,3/12/2006 14:15,1,Bacillariophyta,Fragilaria crotonensis,302744.75,3.10E+08,H,
37308,LP060311,LPCR2387,3/12/2006 14:15,1,Bacillariophyta,Gomphoneis olivacea,484.25,162000,H,
37308,LP060311,LPCR2387,3/12/2006 14:15,1,Bacillariophyta,Gomphonema angustatum,484.25,211000,H,
37308,LP060311,LPCR2387,3/12/2006 14:15,1,Bacillariophyta,Gyrosigma wansbeckii,26.67,75700,H,
37308,LP060311,LPCR2387,3/12/2006 14:15,1,Bacillariophyta,Hantzschia amphioxys,2193.8,2270000,H,
37308,LP060311,LPCR2387,3/12/2006 14:15,1,Chlorophyta,Monoraphidium mirabile,26.67,13700,H,
37308,LP060311,LPCR2387,3/12/2006 14:15,1,Bacillariophyta,Navicula radiosa,968.51,1760000,H,
37308,LP060311,LPCR2387,3/12/2006 14:15,1,Chrysophyta,Puncticulata bodanica,26.67,297000,H,
37308,LP060311,LPCR2387,3/12/2006 14:15,1,Chlorophyta,Pyramichlamys spp.,109690.13,50500000,H,
37308,LP060311,LPCR2387,3/12/2006 14:15,1,Cryptophyta,Rhodomonas spp.,278612.92,65400000,H,
37308,LP060311,LPCR2387,3/12/2006 14:15,1,Bacillariophyta,Rhoicosphenia curvata,26.67,17800,H,
37308,LP060311,LPCR2387,3/12/2006 14:15,1,Bacillariophyta,Staurosirella pinnata,53.33,10100,H,
37308,LP060311,LPCR2387,3/12/2006 14:15,1,Bacillariophyta,Stephanodiscus niagarae,968.51,70300000,H,
37307,LP060311,LPCR2433,3/12/2006 13:15,1,Bacillariophyta,Achnanthidium minutissimum,34223.32,3140000,H,
37307,LP060311,LPCR2433,3/12/2006 13:15,1,Bacillariophyta,Amphora pediculus,42779.15,2400000,H,
37307,LP060311,LPCR2433,3/12/2006 13:15,1,Bacillariophyta,Cocconeis placentula,128337.45,1.11E+08,H,
37307,LP060311,LPCR2433,3/12/2006 13:15,1,Bacillariophyta,Cyclotella ocellata,47057.06,5430000,H,
37307,LP060311,LPCR2433,3/12/2006 13:15,1,Bacillariophyta,Diatoma moniliformis,141171.19,29300000,H,
37307,LP060311,LPCR2433,3/12/2006 13:15,1,Bacillariophyta,Diatoma vulgaris,38501.23,77800000,H,
37307,LP060311,LPCR2433,3/12/2006 13:15,1,Bacillariophyta,Encyonema minutum,102669.96,22800000,H,
37307,LP060311,LPCR2433,3/12/2006 13:15,1,Bacillariophyta,Epithemia adnata,47057.06,25400000,H,
37307,LP060311,LPCR2433,3/12/2006 13:15,1,Bacillariophyta,Fragilaria capucina,34223.32,6610000,H,
37307,LP060311,LPCR2433,3/12/2006 13:15,1,Bacillariophyta,Fragilaria crotonensis,7200.07,5290000,H,
37307,LP060311,LPCR2433,3/12/2006 13:15,1,Bacillariophyta,Gomphoneis olivacea,171116.6,4.10E+07,H,
37307,LP060311,LPCR2433,3/12/2006 13:15,1,Bacillariophyta,Gyrosigma sp.,12833.74,2.80E+07,H,
37307,LP060311,LPCR2433,3/12/2006 13:15,1,Bacillariophyta,Navicula cryptotenella,17111.66,8470000,H,
37307,LP060311,LPCR2433,3/12/2006 13:15,1,Bacillariophyta,Navicula gregaria,12833.74,1.20E+07,H,
37307,LP060311,LPCR2433,3/12/2006 13:15,1,Bacillariophyta,Navicula radiosa,479126.47,1.30E+09,H,
37307,LP060311,LPCR2433,3/12/2006 13:15,1,Bacillariophyta,Navicula sp.,25667.49,8350000,H,
37307,LP060311,LPCR2433,3/12/2006 13:15,1,Bacillariophyta,Nitzschia amphibia,29945.4,3770000,H,
37307,LP060311,LPCR2433,3/12/2006 13:15,1,Bacillariophyta,Nitzschia constricta,7263.8,18400000,H,
37307,LP060311,LPCR2433,3/12/2006 13:15,1,Bacillariophyta,Nitzschia sp.,119781.62,1.22E+08,H,
37307,LP060311,LPCR2433,3/12/2006 13:15,1,Bacillariophyta,Pseudostaurosira brevistriata,154004.94,14700000,H,
37307,LP060311,LPCR2433,3/12/2006 13:15,1,Chrysophyta,Puncticulata bodanica,800.01,3040000,H,
37307,LP060311,LPCR2433,3/12/2006 13:15,1,Chlorophyta,Pyramichlamys spp.,51334.98,28200000,H,
37307,LP060311,LPCR2433,3/12/2006 13:15,1,Bacillariophyta,Rhoicosphenia curvata,14527.6,4250000,H,
37307,LP060311,LPCR2433,3/12/2006 13:15,1,Bacillariophyta,Synedra tenera,8555.83,2460000,H,
37307,LP060311,LPCR2433,3/12/2006 13:15,1,Bacillariophyta,Synedra ulna,51334.98,2.27E+08,H,
37307,LP060311,LPCR2433,3/12/2006 13:15,1,Bacillariophyta,Tabellaria flocculosa,34223.32,17400000,H,
37306,LP060311,LPSJR600,3/11/2006 15:00,1,Bacillariophyta,Achnanthidium minutissimum,7505.11,283000,H,
37306,LP060311,LPSJR600,3/11/2006 15:00,1,Chlorophyta,Chlamydomonas sp.,7505.11,7310000,H,
37306,LP060311,LPSJR600,3/11/2006 15:00,1,Bacillariophyta,Cocconeis placentula,7505.11,1150000,H,
37306,LP060311,LPSJR600,3/11/2006 15:00,1,Bacillariophyta,Cyclotella ocellata,15010.23,3540000,H,
37306,LP060311,LPSJR600,3/11/2006 15:00,1,Bacillariophyta,Cymbella affinis,15010.23,1.00E+07,H,
37306,LP060311,LPSJR600,3/11/2006 15:00,1,Bacillariophyta,Diatoma moniliformis,570388.65,1.48E+08,H,
37306,LP060311,LPSJR600,3/11/2006 15:00,1,Bacillariophyta,Diatoma vulgaris,12106.33,2.70E+07,H,
37306,LP060311,LPSJR600,3/11/2006 15:00,1,Bacillariophyta,Encyonema minutum,75051.14,1.90E+07,H,
37306,LP060311,LPSJR600,3/11/2006 15:00,1,Bacillariophyta,Fragilaria capucina,412781.26,79800000,H,
37306,LP060311,LPSJR600,3/11/2006 15:00,1,Bacillariophyta,Gomphoneis olivacea,15010.23,4010000,H,
37306,LP060311,LPSJR600,3/11/2006 15:00,1,Bacillariophyta,Gomphonema angustatum,7505.11,2230000,H,
37306,LP060311,LPSJR600,3/11/2006 15:00,1,Bacillariophyta,Navicula capitatoradiata,30020.46,41900000,H,
37306,LP060311,LPSJR600,3/11/2006 15:00,1,Bacillariophyta,Navicula cari,30020.46,62200000,H,
37306,LP060311,LPSJR600,3/11/2006 15:00,1,Bacillariophyta,Navicula cryptocephala,7505.11,4420000,H,
37306,LP060311,LPSJR600,3/11/2006 15:00,1,Bacillariophyta,Navicula margalithii,7263.8,15300000,H,
37306,LP060311,LPSJR600,3/11/2006 15:00,1,Bacillariophyta,Navicula phyllepta,15010.23,3360000,H,
37306,LP060311,LPSJR600,3/11/2006 15:00,1,Bacillariophyta,Navicula radiosa,30020.46,1.02E+08,H,
37306,LP060311,LPSJR600,3/11/2006 15:00,1,Bacillariophyta,Nitzschia acicularis,7505.11,3210000,H,
37306,LP060311,LPSJR600,3/11/2006 15:00,1,Bacillariophyta,Nitzschia dissipata var. media,15010.23,2.70E+07,H,
37306,LP060311,LPSJR600,3/11/2006 15:00,1,Bacillariophyta,Nitzschia frustulum,2421.27,138000,H,
37306,LP060311,LPSJR600,3/11/2006 15:00,1,Bacillariophyta,Nitzschia linearis,4842.53,8210000,H,
37306,LP060311,LPSJR600,3/11/2006 15:00,1,Bacillariophyta,Nitzschia littoralis,15010.23,7880000,H,
37306,LP060311,LPSJR600,3/11/2006 15:00,1,Bacillariophyta,Nitzschia sp.,30020.46,9680000,H,
37306,LP060311,LPSJR600,3/11/2006 15:00,1,Chlorophyta,Pyramichlamys spp.,15010.23,5030000,H,
37306,LP060311,LPSJR600,3/11/2006 15:00,1,Cryptophyta,Rhodomonas spp.,1688650.62,99500000,H,
37306,LP060311,LPSJR600,3/11/2006 15:00,1,Chlorophyta,Scenedesmus dimorphus,82556.25,8170000,H,
37306,LP060311,LPSJR600,3/11/2006 15:00,1,Bacillariophyta,Synedra ulna,266.67,1020000,H,
37306,LP060311,LPSJR600,3/11/2006 15:00,1,Euglenophyta,Trachelomonas pulcherrima var. minor,7505.11,295000,H,
37305,LP060311,LPSJR431,3/11/2006 14:00,1,Bacillariophyta,Achnanthidium minutissimum,9506.48,739000,H,
37305,LP060311,LPSJR431,3/11/2006 14:00,1,Cyanobacteria,Aphanizomenon flos-aquae,2360775.26,44500000,H,
37305,LP060311,LPSJR431,3/11/2006 14:00,1,Bacillariophyta,Asterionella formosa,22181.78,10600000,H,
37305,LP060311,LPSJR431,3/11/2006 14:00,1,Bacillariophyta,Aulacoseira granulata,31688.26,11600000,H,
37305,LP060311,LPSJR431,3/11/2006 14:00,1,Bacillariophyta,Cocconeis placentula,1584.41,1870000,H,
37305,LP060311,LPSJR431,3/11/2006 14:00,1,Bacillariophyta,Cyclotella ocellata,403.54,34200,H,
37305,LP060311,LPSJR431,3/11/2006 14:00,1,Bacillariophyta,Cymbella delicatula,403.54,50900,H,
37305,LP060311,LPSJR431,3/11/2006 14:00,1,Bacillariophyta,Encyonema minutum,807.09,347000,H,
37305,LP060311,LPSJR431,3/11/2006 14:00,1,Bacillariophyta,Fragilaria capucina,4438.99,2410000,H,
37305,LP060311,LPSJR431,3/11/2006 14:00,1,Bacillariophyta,Fragilaria crotonensis,69714.17,79900000,H,
37305,LP060311,LPSJR431,3/11/2006 14:00,1,Chlorophyta,Monoraphidium mirabile,22.22,3070,H,
37305,LP060311,LPSJR431,3/11/2006 14:00,1,Bacillariophyta,Nitzschia dissipata,1584.41,216000,H,
37305,LP060311,LPSJR431,3/11/2006 14:00,1,Pyrrophyta,Peridinium umbonatum,1584.41,1100000,H,
37305,LP060311,LPSJR431,3/11/2006 14:00,1,Chrysophyta,Puncticulata bodanica,44.44,565000,H,
37305,LP060311,LPSJR431,3/11/2006 14:00,1,Chlorophyta,Pyramichlamys spp.,64960.93,76900000,H,
37305,LP060311,LPSJR431,3/11/2006 14:00,1,Cryptophyta,Rhodomonas spp.,445220.03,1.18E+08,H,
37305,LP060311,LPSJR431,3/11/2006 14:00,1,Bacillariophyta,Stephanodiscus hantzschii,22.22,26800,H,
37305,LP060311,LPSJR431,3/11/2006 14:00,1,Bacillariophyta,Synedra tenera,3168.83,637000,H,
37304,LP060311,LPSJR193,3/11/2006 11:20,1,Bacillariophyta,Achnanthidium minutissimum,484.25,44500,H,
37304,LP060311,LPSJR193,3/11/2006 11:20,1,Cyanobacteria,Aphanizomenon flos-aquae,1253.35,23600,H,
37304,LP060311,LPSJR193,3/11/2006 11:20,1,Bacillariophyta,Asterionella formosa,22815.55,13400000,H,
37304,LP060311,LPSJR193,3/11/2006 11:20,1,Bacillariophyta,Aulacoseira granulata,231007.4,84900000,H,
37304,LP060311,LPSJR193,3/11/2006 11:20,1,Bacillariophyta,Cyclotella ocellata,79854.41,6770000,H,
37304,LP060311,LPSJR193,3/11/2006 11:20,1,Bacillariophyta,Cymbella amphicephala,484.25,270000,H,
37304,LP060311,LPSJR193,3/11/2006 11:20,1,Bacillariophyta,Cymbella delicatula,106.67,10100,H,
37304,LP060311,LPSJR193,3/11/2006 11:20,1,Bacillariophyta,Diatoma moniliformis,26.67,9630,H,
37304,LP060311,LPSJR193,3/11/2006 11:20,1,Bacillariophyta,Encyonema minutum,53.33,27300,H,
37304,LP060311,LPSJR193,3/11/2006 11:20,1,Bacillariophyta,Fragilaria capucina,88410.24,70500000,H,
37304,LP060311,LPSJR193,3/11/2006 11:20,1,Bacillariophyta,Fragilaria crotonensis,51334.98,61300000,H,
37304,LP060311,LPSJR193,3/11/2006 11:20,1,Cyanobacteria,Limnothrix redekei,10653.57,46000,H,
37304,LP060311,LPSJR193,3/11/2006 11:20,1,Chlorophyta,Monoraphidium mirabile,2851.94,424000,H,
37304,LP060311,LPSJR193,3/11/2006 11:20,1,Bacillariophyta,Navicula radiosa,53.33,77400,H,
37304,LP060311,LPSJR193,3/11/2006 11:20,1,Bacillariophyta,Nitzschia constricta,484.25,276000,H,
37304,LP060311,LPSJR193,3/11/2006 11:20,1,Bacillariophyta,Nitzschia inconspicua,5703.89,616000,H,
37304,LP060311,LPSJR193,3/11/2006 11:20,1,Chrysophyta,Puncticulata bodanica,484.25,4560000,H,
37304,LP060311,LPSJR193,3/11/2006 11:20,1,Chlorophyta,Pyramichlamys spp.,39927.21,42100000,H,
37304,LP060311,LPSJR193,3/11/2006 11:20,1,Cryptophyta,Rhodomonas spp.,673058.61,1.86E+08,H,
37304,LP060311,LPSJR193,3/11/2006 11:20,1,Bacillariophyta,Staurosirella pinnata,3874.03,456000,H,
37304,LP060311,LPSJR193,3/11/2006 11:20,1,Bacillariophyta,Stephanodiscus hantzschii,968.51,745000,H,
37304,LP060311,LPSJR193,3/11/2006 11:20,1,Bacillariophyta,Synedra ulna,2851.94,12800000,H,
37304,LP060311,LPSJR193,3/11/2006 11:20,1,Bacillariophyta,Tabellaria flocculosa,80,30600,H,
37303,LP060311,LPCRDT05,3/10/2006 12:00,30.645,Bacillariophyta,Achnanthidium minutissimum,855.58,54400,H,
37303,LP060311,LPCRDT05,3/10/2006 12:00,30.645,Cyanobacteria,Aphanizomenon flos-aquae,10979.98,116000,H,
37303,LP060311,LPCRDT05,3/10/2006 12:00,30.645,Bacillariophyta,Asterionella formosa,142.6,81900,H,
37303,LP060311,LPCRDT05,3/10/2006 12:00,30.645,Cyanobacteria,Chroococcus minutus,106.67,13600,H,
37303,LP060311,LPCRDT05,3/10/2006 12:00,30.645,Bacillariophyta,Cyclotella ocellata,11835.56,1780000,H,
37303,LP060311,LPCRDT05,3/10/2006 12:00,30.645,Bacillariophyta,Cymbella delicatula,427.79,38500,H,
37303,LP060311,LPCRDT05,3/10/2006 12:00,30.645,Bacillariophyta,Diatoma moniliformis,142.6,47000,H,
37303,LP060311,LPCRDT05,3/10/2006 12:00,30.645,Chlorophyta,Dictyosphaerium pulchellum,855.58,28700,H,
37303,LP060311,LPCRDT05,3/10/2006 12:00,30.645,Bacillariophyta,Fragilaria crotonensis,712.99,818000,H,
37303,LP060311,LPCRDT05,3/10/2006 12:00,30.645,Bacillariophyta,Navicula sp.,142.6,64400,H,
37303,LP060311,LPCRDT05,3/10/2006 12:00,30.645,Bacillariophyta,Nitzschia amphibia,285.19,29100,H,
37303,LP060311,LPCRDT05,3/10/2006 12:00,30.645,Chlorophyta,Pyramichlamys spp.,285.19,301000,H,
37303,LP060311,LPCRDT05,3/10/2006 12:00,30.645,Cryptophyta,Rhodomonas spp.,35791.89,6900000,H,
37303,LP060311,LPCRDT05,3/10/2006 12:00,30.645,Chrysophyta,Stephanocyclus meneghiniana,142.6,110000,H,
37303,LP060311,LPCRDT05,3/10/2006 12:00,30.645,Bacillariophyta,Stephanodiscus hantzschii,427.79,602000,H,
37303,LP060311,LPCRDT05,3/10/2006 12:00,30.645,Bacillariophyta,Synedra tenera,26.67,5610,H,
37303,LP060311,LPCRDT05,3/10/2006 12:00,30.645,Bacillariophyta,Synedra ulna,1452.76,8840000,H,
37303,LP060311,LPCRDT05,3/10/2006 12:00,30.645,Chlorophyta,Tetraedron minimum,142.6,18300,H,
37302,LP060201,LPCR-249,2/2/2006 12:30,0.3,Bacillariophyta,Achnanthidium minutissimum,7129.86,3360000,H,
37302,LP060201,LPCR-249,2/2/2006 12:30,0.3,Bacillariophyta,Cocconeis placentula,25463.78,70400000,H,
37302,LP060201,LPCR-249,2/2/2006 12:30,0.3,Bacillariophyta,Cyclotella ocellata,2037.1,2160000,H,
37302,LP060201,LPCR-249,2/2/2006 12:30,0.3,Bacillariophyta,Cymbella affinis,145.02,26100,H,
37302,LP060201,LPCR-249,2/2/2006 12:30,0.3,Bacillariophyta,Cymbella tumida,26.67,502000,H,
37302,LP060201,LPCR-249,2/2/2006 12:30,0.3,Bacillariophyta,Cymbella turgidula,13.33,40500,H,
37302,LP060201,LPCR-249,2/2/2006 12:30,0.3,Bacillariophyta,Diatoma moniliformis,47871.9,22600000,H,
37302,LP060201,LPCR-249,2/2/2006 12:30,0.3,Bacillariophyta,Diatoma tenuis,2037.1,1600000,H,
37302,LP060201,LPCR-249,2/2/2006 12:30,0.3,Bacillariophyta,Diatoma vulgaris,7129.86,25600000,H,
37302,LP060201,LPCR-249,2/2/2006 12:30,0.3,Bacillariophyta,Ellerbeckia arenaria,13241.17,9.91E+08,H,
37302,LP060201,LPCR-249,2/2/2006 12:30,0.3,Bacillariophyta,Eunotia sp.,1018.55,6270000,H,
37302,LP060201,LPCR-249,2/2/2006 12:30,0.3,Bacillariophyta,Fragilaria capucina,27500.88,36200000,H,
37302,LP060201,LPCR-249,2/2/2006 12:30,0.3,Bacillariophyta,Gomphonema angustum,1018.55,555000,H,
37302,LP060201,LPCR-249,2/2/2006 12:30,0.3,Bacillariophyta,Navicula reinhardtii,26.67,129000,H,
37302,LP060201,LPCR-249,2/2/2006 12:30,0.3,Cyanobacteria,Phormidium sp.,242.13,20500,H,
37302,LP060201,LPCR-249,2/2/2006 12:30,0.3,Chlorophyta,Pyramichlamys sp.,11204.06,1580,H,
37302,LP060201,LPCR-249,2/2/2006 12:30,0.3,Bacillariophyta,Reimeria sinuata,1018.55,244000,H,
37302,LP060201,LPCR-249,2/2/2006 12:30,0.3,Cryptophyta,Rhodomonas sp.,250563.59,13100000,H,
37302,LP060201,LPCR-249,2/2/2006 12:30,0.3,Bacillariophyta,Rhoicosphenia curvata,5092.76,1690000,H,
37302,LP060201,LPCR-249,2/2/2006 12:30,0.3,Chlorophyta,Sphaerocystis schroeteri,186.67,2640,H,
37302,LP060201,LPCR-249,2/2/2006 12:30,0.3,Bacillariophyta,Staurosirella leptostauron,1018.55,1650000,H,
37302,LP060201,LPCR-249,2/2/2006 12:30,0.3,Bacillariophyta,Staurosirella pinnata,4074.2,3800000,H,
37302,LP060201,LPCR-249,2/2/2006 12:30,0.3,Chlorophyta,Stigeoclonium sp.,242.13,128000,H,
37302,LP060201,LPCR-249,2/2/2006 12:30,0.3,Bacillariophyta,Synedra tenera,1018.55,198000,H,
37302,LP060201,LPCR-249,2/2/2006 12:30,0.3,Bacillariophyta,Synedra ulna,4074.2,18300000,H,
37302,LP060201,LPCR-249,2/2/2006 12:30,0.3,Bacillariophyta,Tabellaria flocculosa,106.67,534000,H,
37301,LP060201,LPCRDT05,2/1/2006 14:15,30.645,Bacillariophyta,Achnanthidium minutissimum,66545.34,6110000,H,
37301,LP060201,LPCRDT05,2/1/2006 14:15,30.645,Bacillariophyta,Amphora pediculus,1452.76,34900,H,
37301,LP060201,LPCRDT05,2/1/2006 14:15,30.645,Bacillariophyta,Aulacoseira granulata,346.67,137000,H,
37301,LP060201,LPCRDT05,2/1/2006 14:15,30.645,Cyanobacteria,Chroococcus limneticus,4753.24,227000,H,
37301,LP060201,LPCRDT05,2/1/2006 14:15,30.645,Bacillariophyta,Cocconeis placentula,106947.87,72100000,H,
37301,LP060201,LPCRDT05,2/1/2006 14:15,30.645,Bacillariophyta,Cyclotella ocellata,11883.1,7.00E+05,H,
37301,LP060201,LPCRDT05,2/1/2006 14:15,30.645,Bacillariophyta,Cymbella affinis,26.67,20300,H,
37301,LP060201,LPCRDT05,2/1/2006 14:15,30.645,Bacillariophyta,Cymbella microcephala,2376.62,1070000,H,
37301,LP060201,LPCRDT05,2/1/2006 14:15,30.645,Bacillariophyta,Diatoma moniliformis,80805.06,2.00E+07,H,
37301,LP060201,LPCRDT05,2/1/2006 14:15,30.645,Bacillariophyta,Diatoma tenuis,4753.24,3470000,H,
37301,LP060201,LPCRDT05,2/1/2006 14:15,30.645,Bacillariophyta,Diatoma vulgaris,2376.62,2960000,H,
37301,LP060201,LPCRDT05,2/1/2006 14:15,30.645,Bacillariophyta,Ellerbeckia arenaria,1455.39,70300000,H,
37301,LP060201,LPCRDT05,2/1/2006 14:15,30.645,Bacillariophyta,Encyonema caespitosum,53.33,166000,H,
37301,LP060201,LPCRDT05,2/1/2006 14:15,30.645,Bacillariophyta,Eunotia sp.,26.67,58600,H,
37301,LP060201,LPCRDT05,2/1/2006 14:15,30.645,Bacillariophyta,Fragilaria capucina,720.01,365000,H,
37301,LP060201,LPCRDT05,2/1/2006 14:15,30.645,Bacillariophyta,Fragilaria crotonensis,14259.72,5040000,H,
37301,LP060201,LPCRDT05,2/1/2006 14:15,30.645,Bacillariophyta,Gomphoneis olivacea,11883.1,2850000,H,
37301,LP060201,LPCRDT05,2/1/2006 14:15,30.645,Bacillariophyta,Gomphonema acuminatum,26.67,50600,H,
37301,LP060201,LPCRDT05,2/1/2006 14:15,30.645,Cyanobacteria,Gomphosphaeria sp.,54662.25,5720000,H,
37301,LP060201,LPCRDT05,2/1/2006 14:15,30.645,Chlorophyta,Monoraphidium mirabile,26.67,9930,H,
37301,LP060201,LPCRDT05,2/1/2006 14:15,30.645,Bacillariophyta,Navicula cryptotenella,1452.76,1100000,H,
37301,LP060201,LPCRDT05,2/1/2006 14:15,30.645,Bacillariophyta,Navicula reinhardtii,2376.62,7170000,H,
37301,LP060201,LPCRDT05,2/1/2006 14:15,30.645,Bacillariophyta,Nitzschia dissipata,53.33,39200,H,
37301,LP060201,LPCRDT05,2/1/2006 14:15,30.645,Chlorophyta,Oocystis parva,9506.48,1430000,H,
37301,LP060201,LPCRDT05,2/1/2006 14:15,30.645,Bacillariophyta,Planothidium lanceolatum,484.25,183000,H,
37301,LP060201,LPCRDT05,2/1/2006 14:15,30.645,Bacillariophyta,Pseudostaurosira brevistriata,11883.1,3500000,H,
37301,LP060201,LPCRDT05,2/1/2006 14:15,30.645,Chrysophyta,Puncticulata bodanica,2376.62,4940000,H,
37301,LP060201,LPCRDT05,2/1/2006 14:15,30.645,Chlorophyta,Pyramichlamys sp.,16636.34,1580,H,
37301,LP060201,LPCRDT05,2/1/2006 14:15,30.645,Chlorophyta,Quadrigula chodatii,484.25,97600,H,
37301,LP060201,LPCRDT05,2/1/2006 14:15,30.645,Cryptophyta,Rhodomonas sp.,437297.97,1.83E+08,H,
37301,LP060201,LPCRDT05,2/1/2006 14:15,30.645,Bacillariophyta,Rhoicosphenia curvata,42779.15,12700000,H,
37301,LP060201,LPCRDT05,2/1/2006 14:15,30.645,Bacillariophyta,Staurosirella leptostauron,26.67,23100,H,
37301,LP060201,LPCRDT05,2/1/2006 14:15,30.645,Bacillariophyta,Staurosirella pinnata,2376.62,821000,H,
37301,LP060201,LPCRDT05,2/1/2006 14:15,30.645,Chrysophyta,Stephanocyclus meneghiniana,4753.24,4780000,H,
37301,LP060201,LPCRDT05,2/1/2006 14:15,30.645,Bacillariophyta,Synedra capitata,4753.24,63800000,H,
37301,LP060201,LPCRDT05,2/1/2006 14:15,30.645,Bacillariophyta,Synedra fasciculata,9506.48,12400000,H,
37301,LP060201,LPCRDT05,2/1/2006 14:15,30.645,Bacillariophyta,Synedra ulna,109324.49,2.86E+08,H,
37301,LP060201,LPCRDT05,2/1/2006 14:15,30.645,Cyanobacteria,Woronichinia karelica,2266.69,14200,H,
37300,LP060201,LPCR0024,2/1/2006 11:00,1,Bacillariophyta,Achnanthidium minutissimum,9506.48,2350000,H,
37300,LP060201,LPCR0024,2/1/2006 11:00,1,Bacillariophyta,Craticula sp.,2376.62,739000,H,
37300,LP060201,LPCR0024,2/1/2006 11:00,1,Bacillariophyta,Cyclotella ocellata,4753.24,280000,H,
37300,LP060201,LPCR0024,2/1/2006 11:00,1,Bacillariophyta,Cymbella delicatula,145.02,12300,H,
37300,LP060201,LPCR0024,2/1/2006 11:00,1,Bacillariophyta,Fragilaria crotonensis,11883.1,4370000,H,
37300,LP060201,LPCR0024,2/1/2006 11:00,1,Bacillariophyta,Navicula elginensis,2376.62,2690000,H,
37300,LP060201,LPCR0024,2/1/2006 11:00,1,Chlorophyta,Pyramichlamys sp.,116454.35,1580,H,
37300,LP060201,LPCR0024,2/1/2006 11:00,1,Chlorophyta,Quadrigula chodatii,968.51,195000,H,
37300,LP060201,LPCR0024,2/1/2006 11:00,1,Cryptophyta,Rhodomonas sp.,850829.74,1.85E+08,H,
37300,LP060201,LPCR0024,2/1/2006 11:00,1,Bacillariophyta,Staurosirella leptostauron,9506.48,2990000,H,
37300,LP060201,LPCR0024,2/1/2006 11:00,1,Bacillariophyta,Stephanodiscus niagarae,26.67,46200,H,
37299,LP060110,LPCR-249,1/11/2006 10:55,0.3,Bacillariophyta,Achnanthidium minutissimum,12548.55,976000,H,
37299,LP060110,LPCR-249,1/11/2006 10:55,0.3,Bacillariophyta,Amphora pediculus,2281.55,183000,H,
37299,LP060110,LPCR-249,1/11/2006 10:55,0.3,Cyanobacteria,Aphanizomenon flos-aquae,346.67,10200,H,
37299,LP060110,LPCR-249,1/11/2006 10:55,0.3,Cyanobacteria,Aphanothece nidulans,5706.72,47800,H,
37299,LP060110,LPCR-249,1/11/2006 10:55,0.3,Chlorophyta,Botryococcus braunii,773.34,39500,H,
37299,LP060110,LPCR-249,1/11/2006 10:55,0.3,Bacillariophyta,Cocconeis placentula,13689.33,11600000,H,
37299,LP060110,LPCR-249,1/11/2006 10:55,0.3,Bacillariophyta,Cyclotella ocellata,14830.1,1260000,H,
37299,LP060110,LPCR-249,1/11/2006 10:55,0.3,Bacillariophyta,Cymbella tumida,26.67,1220000,H,
37299,LP060110,LPCR-249,1/11/2006 10:55,0.3,Bacillariophyta,Diatoma moniliformis,58179.64,12600000,H,
37299,LP060110,LPCR-249,1/11/2006 10:55,0.3,Bacillariophyta,Diatoma vulgaris,1140.78,3700000,H,
37299,LP060110,LPCR-249,1/11/2006 10:55,0.3,Bacillariophyta,Ellerbeckia arenaria,213.34,16200000,H,
37299,LP060110,LPCR-249,1/11/2006 10:55,0.3,Bacillariophyta,Fragilaria crotonensis,968.51,575000,H,
37299,LP060110,LPCR-249,1/11/2006 10:55,0.3,Bacillariophyta,Navicula radiosa,2281.55,3580000,H,
37299,LP060110,LPCR-249,1/11/2006 10:55,0.3,Bacillariophyta,Navicula tuscula,1140.78,1860000,H,
37299,LP060110,LPCR-249,1/11/2006 10:55,0.3,Bacillariophyta,Pseudostaurosira brevistriata,9126.22,1740000,H,
37299,LP060110,LPCR-249,1/11/2006 10:55,0.3,Chlorophyta,Pyramichlamys sp.,6844.66,1580,H,
37299,LP060110,LPCR-249,1/11/2006 10:55,0.3,Cryptophyta,Rhodomonas sp.,352500.19,29900000,H,
37299,LP060110,LPCR-249,1/11/2006 10:55,0.3,Bacillariophyta,Rhoicosphenia curvata,2281.55,883000,H,
37299,LP060110,LPCR-249,1/11/2006 10:55,0.3,Chlorophyta,Spirogyra sp.,4563.11,4.68E+08,H,
37299,LP060110,LPCR-249,1/11/2006 10:55,0.3,Bacillariophyta,Staurosirella pinnata,9126.22,1580000,H,
