SampleFk,TripID,StationID,CollectionDateTime,MinDepth_m,MaxDepth_m,Division,GenusSpecies,Abundance,BioMass,Notes,Flag
41357,LP061207,LPCR0905,12/8/2006 15:30,0,30,Rotifera,Synchaeta spp.,1.82,0.01,,H
41356,LP061207,LPCR0905,12/8/2006 15:30,0,30,Rotifera,Synchaeta spp.,2.76,0.01,,H
41355,LP061207,LPCR0453,12/8/2006 12:30,0,30,Cladocera,Bosmina longirostris,0.03,0.03,,H
41355,LP061207,LPCR0453,12/8/2006 12:30,0,30,Copepoda,Calanoid copepodid,0.65,0.84,,H
41355,LP061207,LPCR0453,12/8/2006 12:30,0,30,Rotifera,Conochilus unicornis,0.43,0,,H
41355,LP061207,LPCR0453,12/8/2006 12:30,0,30,Copepoda,Cyclopoid copepodid,0.71,0.12,,H
41355,LP061207,LPCR0453,12/8/2006 12:30,0,30,Cladocera,Daphnia galeata,0.05,0.18,,H
41355,LP061207,LPCR0453,12/8/2006 12:30,0,30,Cladocera,Daphnia pulex,0.67,6.3,,H
41355,LP061207,LPCR0453,12/8/2006 12:30,0,30,Copepoda,Diacyclops thomasi,0.06,0.08,,H
41355,LP061207,LPCR0453,12/8/2006 12:30,0,30,Cladocera,Diaphanosoma brachyurum,0.08,0.03,,H
41355,LP061207,LPCR0453,12/8/2006 12:30,0,30,Cladocera,Immature Cladoceran,0.14,0.15,,H
41355,LP061207,LPCR0453,12/8/2006 12:30,0,30,Copepoda,Leptodiaptomus ashlandi,0.14,0.16,,H
41355,LP061207,LPCR0453,12/8/2006 12:30,0,30,Copepoda,Leptodiaptomus siciloides,0.01,0.02,,H
41355,LP061207,LPCR0453,12/8/2006 12:30,0,30,Copepoda,Mesocyclops edax,0.01,0.02,,H
41355,LP061207,LPCR0453,12/8/2006 12:30,0,30,Copepoda,nauplii larvae,1.72,0.08,,H
41355,LP061207,LPCR0453,12/8/2006 12:30,0,30,Rotifera,Synchaeta spp.,0.05,0,,H
41353,LP061207,LPCR0024,12/7/2006 11:30,0,30,Cladocera,Bosmina longirostris,0.04,0.01,,H
41353,LP061207,LPCR0024,12/7/2006 11:30,0,30,Copepoda,Calanoid copepodid,0.62,0.51,,H
41353,LP061207,LPCR0024,12/7/2006 11:30,0,30,Rotifera,Conochilus unicornis,0.25,0,,H
41353,LP061207,LPCR0024,12/7/2006 11:30,0,30,Copepoda,Cyclopoid copepodid,0.28,0.07,,H
41353,LP061207,LPCR0024,12/7/2006 11:30,0,30,Cladocera,Daphnia galeata,0.04,0.11,,H
41353,LP061207,LPCR0024,12/7/2006 11:30,0,30,Cladocera,Daphnia pulex,0.12,3.81,,H
41353,LP061207,LPCR0024,12/7/2006 11:30,0,30,Copepoda,Diacyclops thomasi,0.06,0.04,,H
41353,LP061207,LPCR0024,12/7/2006 11:30,0,30,Cladocera,Diaphanosoma brachyurum,0.03,0.03,,H
41353,LP061207,LPCR0024,12/7/2006 11:30,0,30,Cladocera,Immature Cladoceran,0.04,0.04,,H
41353,LP061207,LPCR0024,12/7/2006 11:30,0,30,Copepoda,Leptodiaptomus ashlandi,0.06,0.07,,H
41353,LP061207,LPCR0024,12/7/2006 11:30,0,30,Copepoda,Mesocyclops edax,0.06,0.06,,H
41353,LP061207,LPCR0024,12/7/2006 11:30,0,30,Copepoda,nauplii larvae,1.31,0.08,,H
41354,LP061207,LPCR0024,12/7/2006 11:30,30,60,Cladocera,Bosmina longirostris,0.01,0.01,,H
41354,LP061207,LPCR0024,12/7/2006 11:30,30,60,Copepoda,Calanoid copepodid,0.07,0.06,,H
41354,LP061207,LPCR0024,12/7/2006 11:30,30,60,Cladocera,Ceriodaphnia spp.,0.01,0.06,,H
41354,LP061207,LPCR0024,12/7/2006 11:30,30,60,Rotifera,Conochilus unicornis,0.05,0,,H
41354,LP061207,LPCR0024,12/7/2006 11:30,30,60,Copepoda,Cyclopoid copepodid,0.14,0.04,,H
41354,LP061207,LPCR0024,12/7/2006 11:30,30,60,Cladocera,Daphnia galeata,0,0.02,,H
41354,LP061207,LPCR0024,12/7/2006 11:30,30,60,Cladocera,Daphnia pulex,0.01,0.28,,H
41354,LP061207,LPCR0024,12/7/2006 11:30,30,60,Copepoda,Diacyclops thomasi,0.02,0.01,,H
41354,LP061207,LPCR0024,12/7/2006 11:30,30,60,Cladocera,Immature Cladoceran,0.01,0,,H
41354,LP061207,LPCR0024,12/7/2006 11:30,30,60,Copepoda,Leptodiaptomus siciloides,0.02,0.04,,H
41354,LP061207,LPCR0024,12/7/2006 11:30,30,60,Copepoda,Mesocyclops edax,0.02,0.06,,H
41354,LP061207,LPCR0024,12/7/2006 11:30,30,60,Rotifera,Monostyla stenroosi,0,0,,H
41354,LP061207,LPCR0024,12/7/2006 11:30,30,60,Copepoda,nauplii larvae,0.4,0.02,,H
41354,LP061207,LPCR0024,12/7/2006 11:30,30,60,Rotifera,Synchaeta spp.,0.01,0,,H
41352,LP061114,LPCR-249,11/15/2006 11:45,0,0,Cladocera,Bosmina longirostris,0,0,,H
41352,LP061114,LPCR-249,11/15/2006 11:45,0,0,Copepoda,Calanoid copepodid,0.03,0.02,,H
41352,LP061114,LPCR-249,11/15/2006 11:45,0,0,Rotifera,Conochilus unicornis,0.01,0,,H
41352,LP061114,LPCR-249,11/15/2006 11:45,0,0,Copepoda,Cyclopoid copepodid,0.1,0.04,,H
41352,LP061114,LPCR-249,11/15/2006 11:45,0,0,Cladocera,Daphnia galeata,0.01,0.02,,H
41352,LP061114,LPCR-249,11/15/2006 11:45,0,0,Cladocera,Daphnia pulex,0.07,0.51,,H
41352,LP061114,LPCR-249,11/15/2006 11:45,0,0,Copepoda,Diacyclops thomasi,0.02,0.02,,H
41352,LP061114,LPCR-249,11/15/2006 11:45,0,0,Copepoda,Leptodiaptomus ashlandi,0.02,0.08,,H
41352,LP061114,LPCR-249,11/15/2006 11:45,0,0,Copepoda,Mesocyclops edax,0.02,0.02,,H
41352,LP061114,LPCR-249,11/15/2006 11:45,0,0,Copepoda,nauplii larvae,0.36,0.02,,H
41352,LP061114,LPCR-249,11/15/2006 11:45,0,0,Rotifera,Synchaeta spp.,0.02,0,,H
41351,LP061114,LPCRDT07,11/15/2006 9:45,41.907,41.907,Copepoda,Calanoid copepodid,0.04,0.05,,H
41351,LP061114,LPCRDT07,11/15/2006 9:45,41.907,41.907,Cladocera,Ceriodaphnia spp.,0.01,0.01,,H
41351,LP061114,LPCRDT07,11/15/2006 9:45,41.907,41.907,Rotifera,Conochilus unicornis,0.01,0,,H
41351,LP061114,LPCRDT07,11/15/2006 9:45,41.907,41.907,Copepoda,Cyclopoid copepodid,0.22,0.1,,H
41351,LP061114,LPCRDT07,11/15/2006 9:45,41.907,41.907,Cladocera,Daphnia galeata,0.02,0.05,,H
41351,LP061114,LPCRDT07,11/15/2006 9:45,41.907,41.907,Cladocera,Daphnia pulex,0.37,4.19,,H
41351,LP061114,LPCRDT07,11/15/2006 9:45,41.907,41.907,Copepoda,Diacyclops thomasi,0.03,0.03,,H
41351,LP061114,LPCRDT07,11/15/2006 9:45,41.907,41.907,Cladocera,Immature Cladoceran,0.01,0,,H
41351,LP061114,LPCRDT07,11/15/2006 9:45,41.907,41.907,Copepoda,Leptodiaptomus siciloides,0.06,0.09,,H
41351,LP061114,LPCRDT07,11/15/2006 9:45,41.907,41.907,Copepoda,Mesocyclops edax,0.09,0.09,,H
41351,LP061114,LPCRDT07,11/15/2006 9:45,41.907,41.907,Copepoda,nauplii larvae,0.72,0.02,,H
41351,LP061114,LPCRDT07,11/15/2006 9:45,41.907,41.907,Rotifera,Synchaeta spp.,0.08,0,,H
41349,LP061114,LPCR0024,11/14/2006 11:40,0,30,Rotifera,Brachionus patulus,0.02,0,,H
41349,LP061114,LPCR0024,11/14/2006 11:40,0,30,Copepoda,Calanoid copepodid,0.36,0.19,,H
41349,LP061114,LPCR0024,11/14/2006 11:40,0,30,Cladocera,Ceriodaphnia spp.,0.02,0.01,,H
41349,LP061114,LPCR0024,11/14/2006 11:40,0,30,Copepoda,Cyclopoid copepodid,1.09,0.53,,H
41349,LP061114,LPCR0024,11/14/2006 11:40,0,30,Cladocera,Daphnia pulex,0.69,19.17,,H
41349,LP061114,LPCR0024,11/14/2006 11:40,0,30,Copepoda,Diacyclops thomasi,0.08,0.05,,H
41349,LP061114,LPCR0024,11/14/2006 11:40,0,30,Cladocera,Eubosmina coregoni,0.02,0.02,,H
41349,LP061114,LPCR0024,11/14/2006 11:40,0,30,Cladocera,Immature Cladoceran,0.03,0.02,,H
41349,LP061114,LPCR0024,11/14/2006 11:40,0,30,Copepoda,Leptodiaptomus ashlandi,0.06,0.05,,H
41349,LP061114,LPCR0024,11/14/2006 11:40,0,30,Copepoda,Mesocyclops edax,0.22,1.42,,H
41349,LP061114,LPCR0024,11/14/2006 11:40,0,30,Copepoda,nauplii larvae,2.38,0.1,,H
41349,LP061114,LPCR0024,11/14/2006 11:40,0,30,Rotifera,Trichocerca similis,0.02,0,,H
41350,LP061114,LPCR0024,11/14/2006 11:40,30,60,Cladocera,Bosmina longirostris,0,0,,H
41350,LP061114,LPCR0024,11/14/2006 11:40,30,60,Copepoda,Calanoid copepodid,0.03,0.02,,H
41350,LP061114,LPCR0024,11/14/2006 11:40,30,60,Cladocera,Ceriodaphnia spp.,0,0,,H
41350,LP061114,LPCR0024,11/14/2006 11:40,30,60,Rotifera,Conochilus unicornis,0.02,0,,H
41350,LP061114,LPCR0024,11/14/2006 11:40,30,60,Copepoda,Cyclopoid copepodid,0.13,0.07,,H
41350,LP061114,LPCR0024,11/14/2006 11:40,30,60,Cladocera,Daphnia galeata,0.01,0.02,,H
41350,LP061114,LPCR0024,11/14/2006 11:40,30,60,Cladocera,Daphnia pulex,0.03,0.94,,H
41350,LP061114,LPCR0024,11/14/2006 11:40,30,60,Copepoda,Diacyclops thomasi,0.03,0.02,,H
41350,LP061114,LPCR0024,11/14/2006 11:40,30,60,Cladocera,Immature Cladoceran,0.01,0,,H
41350,LP061114,LPCR0024,11/14/2006 11:40,30,60,Rotifera,Keratella cochlearis,0,0,,H
41350,LP061114,LPCR0024,11/14/2006 11:40,30,60,Copepoda,Leptodiaptomus ashlandi,0.01,0.01,,H
41350,LP061114,LPCR0024,11/14/2006 11:40,30,60,Copepoda,Mesocyclops edax,0.01,0.01,,H
41350,LP061114,LPCR0024,11/14/2006 11:40,30,60,Copepoda,nauplii larvae,0.51,0.02,,H
41350,LP061114,LPCR0024,11/14/2006 11:40,30,60,Rotifera,Synchaeta spp.,0.03,0,,H
41348,LP061013,LPESC119,10/18/2006 8:00,0,30,Rotifera,Ascomorpha ecaudis,0.21,0,,H
41348,LP061013,LPESC119,10/18/2006 8:00,0,30,Cladocera,Bosmina longirostris,0.98,0.57,,H
41348,LP061013,LPESC119,10/18/2006 8:00,0,30,Rotifera,Brachionus patulus,0.05,0,,H
41348,LP061013,LPESC119,10/18/2006 8:00,0,30,Copepoda,Calanoid copepodid,1.29,2.04,,H
41348,LP061013,LPESC119,10/18/2006 8:00,0,30,Cladocera,Ceriodaphnia spp.,0.05,0.01,,H
41348,LP061013,LPESC119,10/18/2006 8:00,0,30,Rotifera,Conochilus unicornis,0.21,0,,H
41348,LP061013,LPESC119,10/18/2006 8:00,0,30,Copepoda,Cyclopoid copepodid,2.74,0.5,,H
41348,LP061013,LPESC119,10/18/2006 8:00,0,30,Cladocera,Daphnia galeata,0.88,4.34,,H
41348,LP061013,LPESC119,10/18/2006 8:00,0,30,Cladocera,Daphnia pulex,0.16,4.14,,H
41348,LP061013,LPESC119,10/18/2006 8:00,0,30,Copepoda,Diacyclops thomasi,0.26,0.32,,H
41348,LP061013,LPESC119,10/18/2006 8:00,0,30,Cladocera,Diaphanosoma brachyurum,0.16,0.11,,H
41348,LP061013,LPESC119,10/18/2006 8:00,0,30,Rotifera,Keratella cochlearis,0.21,0,,H
41348,LP061013,LPESC119,10/18/2006 8:00,0,30,Copepoda,Leptodiaptomus siciloides,0.31,0.45,,H
41348,LP061013,LPESC119,10/18/2006 8:00,0,30,Copepoda,Mesocyclops edax,0.31,0.38,,H
41348,LP061013,LPESC119,10/18/2006 8:00,0,30,Copepoda,nauplii larvae,5.64,0.28,,H
41348,LP061013,LPESC119,10/18/2006 8:00,0,30,Rotifera,Polyarthra vulgaris,0.26,0,,H
41348,LP061013,LPESC119,10/18/2006 8:00,0,30,Rotifera,Synchaeta spp.,0.05,0,,H
41347,LP061013,LPCR2387,10/17/2006 8:45,0,20,Rotifera,Ascomorpha ecaudis,0.56,0,,H
41347,LP061013,LPCR2387,10/17/2006 8:45,0,20,Rotifera,Asplanchna spp.,1.11,2.34,,H
41347,LP061013,LPCR2387,10/17/2006 8:45,0,20,Cladocera,Bosmina longirostris,12.24,7.66,,H
41347,LP061013,LPCR2387,10/17/2006 8:45,0,20,Rotifera,Brachionus patulus,6.12,0.24,,H
41347,LP061013,LPCR2387,10/17/2006 8:45,0,20,Copepoda,Calanoid copepodid,4.45,2.85,,H
41347,LP061013,LPCR2387,10/17/2006 8:45,0,20,Rotifera,Conochilus unicornis,0.56,0,,H
41347,LP061013,LPCR2387,10/17/2006 8:45,0,20,Copepoda,Cyclopoid copepodid,76.8,22.43,,H
41347,LP061013,LPCR2387,10/17/2006 8:45,0,20,Cladocera,Daphnia galeata,4.45,3.71,,H
41347,LP061013,LPCR2387,10/17/2006 8:45,0,20,Cladocera,Diaphanosoma brachyurum,0.56,0.57,,H
41347,LP061013,LPCR2387,10/17/2006 8:45,0,20,Rotifera,Keratella cochlearis,5.57,0,,H
41347,LP061013,LPCR2387,10/17/2006 8:45,0,20,Rotifera,Keratella crassa,0.56,0,,H
41347,LP061013,LPCR2387,10/17/2006 8:45,0,20,Copepoda,Mesocyclops edax,2.23,2.34,,H
41347,LP061013,LPCR2387,10/17/2006 8:45,0,20,Copepoda,nauplii larvae,20.59,1.48,,H
41347,LP061013,LPCR2387,10/17/2006 8:45,0,20,Rotifera,Polyarthra vulgaris,2.23,0.07,,H
41347,LP061013,LPCR2387,10/17/2006 8:45,0,20,Rotifera,Synchaeta spp.,194.23,1.48,,H
41347,LP061013,LPCR2387,10/17/2006 8:45,0,20,Rotifera,Trichocerca multicrinis,1.67,0.11,,H
41346,LP061013,LPCR2085,10/16/2006 15:30,0,30,Rotifera,Ascomorpha ecaudis,0.12,0,,H
41346,LP061013,LPCR2085,10/16/2006 15:30,0,30,Cladocera,Bosmina longirostris,0.24,0.18,,H
41346,LP061013,LPCR2085,10/16/2006 15:30,0,30,Rotifera,Brachionus patulus,0.06,0,,H
41346,LP061013,LPCR2085,10/16/2006 15:30,0,30,Copepoda,Calanoid copepodid,1.82,1.03,,H
41346,LP061013,LPCR2085,10/16/2006 15:30,0,30,Copepoda,Cyclopoid copepodid,8.23,1.42,,H
41346,LP061013,LPCR2085,10/16/2006 15:30,0,30,Cladocera,Daphnia galeata,0.61,0.42,,H
41346,LP061013,LPCR2085,10/16/2006 15:30,0,30,Copepoda,Diacyclops thomasi,0.06,0.05,,H
41346,LP061013,LPCR2085,10/16/2006 15:30,0,30,Rotifera,Keratella earlinae,0.18,0,,H
41346,LP061013,LPCR2085,10/16/2006 15:30,0,30,Copepoda,Leptodiaptomus ashlandi,0.36,0.6,,H
41346,LP061013,LPCR2085,10/16/2006 15:30,0,30,Copepoda,Mesocyclops edax,0.3,0.34,,H
41346,LP061013,LPCR2085,10/16/2006 15:30,0,30,Rotifera,Monostyla stenroosi,0.06,0,,H
41346,LP061013,LPCR2085,10/16/2006 15:30,0,30,Copepoda,nauplii larvae,13.01,0.55,,H
41345,LP061013,LPCR1679,10/16/2006 9:00,0,30,Rotifera,Ascomorpha ecaudis,0.02,0,,H
41345,LP061013,LPCR1679,10/16/2006 9:00,0,30,Cladocera,Bosmina longirostris,0.07,0.06,,H
41345,LP061013,LPCR1679,10/16/2006 9:00,0,30,Copepoda,Calanoid copepodid,0.17,0.11,,H
41345,LP061013,LPCR1679,10/16/2006 9:00,0,30,Cladocera,Ceriodaphnia spp.,0.05,0.03,,H
41345,LP061013,LPCR1679,10/16/2006 9:00,0,30,Rotifera,Conochilus unicornis,0.09,0,,H
41345,LP061013,LPCR1679,10/16/2006 9:00,0,30,Copepoda,Cyclopoid copepodid,0.85,0.16,,H
41345,LP061013,LPCR1679,10/16/2006 9:00,0,30,Cladocera,Daphnia galeata,0.21,0.54,,H
41345,LP061013,LPCR1679,10/16/2006 9:00,0,30,Cladocera,Daphnia pulex,0.59,8.86,,H
41345,LP061013,LPCR1679,10/16/2006 9:00,0,30,Copepoda,Diacyclops thomasi,0.05,0.03,,H
41345,LP061013,LPCR1679,10/16/2006 9:00,0,30,Rotifera,Keratella cochlearis,0.05,0,,H
41345,LP061013,LPCR1679,10/16/2006 9:00,0,30,Rotifera,Keratella earlinae,0.02,0,,H
41345,LP061013,LPCR1679,10/16/2006 9:00,0,30,Copepoda,Leptodiaptomus ashlandi,0.31,0.46,,H
41345,LP061013,LPCR1679,10/16/2006 9:00,0,30,Copepoda,Mesocyclops edax,0.17,0.34,,H
41345,LP061013,LPCR1679,10/16/2006 9:00,0,30,Copepoda,nauplii larvae,6.44,0.18,,H
41345,LP061013,LPCR1679,10/16/2006 9:00,0,30,Rotifera,Synchaeta spp.,0.02,0,,H
41344,LP061013,LPCR1169,10/15/2006 14:30,0,30,Rotifera,Ascomorpha ecaudis,0.04,0,,H
41344,LP061013,LPCR1169,10/15/2006 14:30,0,30,Cladocera,Bosmina longirostris,0.09,0.1,,H
41344,LP061013,LPCR1169,10/15/2006 14:30,0,30,Copepoda,Calanoid copepodid,0.01,0.02,,H
41344,LP061013,LPCR1169,10/15/2006 14:30,0,30,Cladocera,Ceriodaphnia spp.,0.01,0.05,,H
41344,LP061013,LPCR1169,10/15/2006 14:30,0,30,Rotifera,Conochilus unicornis,0.02,0,,H
41344,LP061013,LPCR1169,10/15/2006 14:30,0,30,Copepoda,Cyclopoid copepodid,0.13,0.05,,H
41344,LP061013,LPCR1169,10/15/2006 14:30,0,30,Cladocera,Daphnia galeata,0.08,0.36,,H
41344,LP061013,LPCR1169,10/15/2006 14:30,0,30,Cladocera,Daphnia pulex,0.21,4.03,,H
41344,LP061013,LPCR1169,10/15/2006 14:30,0,30,Copepoda,Diacyclops thomasi,0.01,0.01,,H
41344,LP061013,LPCR1169,10/15/2006 14:30,0,30,Cladocera,Diaphanosoma brachyurum,0,0.01,,H
41344,LP061013,LPCR1169,10/15/2006 14:30,0,30,Cladocera,Immature Cladoceran,0.01,0.01,,H
41344,LP061013,LPCR1169,10/15/2006 14:30,0,30,Rotifera,Keratella cochlearis,0.01,0,,H
41344,LP061013,LPCR1169,10/15/2006 14:30,0,30,Rotifera,Keratella earlinae,0.01,0,,H
41344,LP061013,LPCR1169,10/15/2006 14:30,0,30,Copepoda,Leptodiaptomus siciloides,0.04,0.06,,H
41344,LP061013,LPCR1169,10/15/2006 14:30,0,30,Copepoda,Mesocyclops edax,0.04,0.04,,H
41344,LP061013,LPCR1169,10/15/2006 14:30,0,30,Rotifera,Monostyla ventralis,0,0,,H
41344,LP061013,LPCR1169,10/15/2006 14:30,0,30,Copepoda,nauplii larvae,0.31,0.01,,H
41344,LP061013,LPCR1169,10/15/2006 14:30,0,30,Rotifera,Polyarthra vulgaris,0.02,0,,H
41343,LP061013,LPSJR193,10/15/2006 12:00,0,30,Cladocera,Bosmina longirostris,0.47,0.15,,H
41343,LP061013,LPSJR193,10/15/2006 12:00,0,30,Copepoda,Calanoid copepodid,0.63,0.46,,H
41343,LP061013,LPSJR193,10/15/2006 12:00,0,30,Rotifera,Conochilus unicornis,0.79,0,,H
41343,LP061013,LPSJR193,10/15/2006 12:00,0,30,Copepoda,Cyclopoid copepodid,4.05,1.3,,H
41343,LP061013,LPSJR193,10/15/2006 12:00,0,30,Cladocera,Daphnia galeata,0.74,5.88,,H
41343,LP061013,LPSJR193,10/15/2006 12:00,0,30,Cladocera,Daphnia pulex,0.16,0.42,,H
41343,LP061013,LPSJR193,10/15/2006 12:00,0,30,Copepoda,Diacyclops thomasi,0.05,0.04,,H
41343,LP061013,LPSJR193,10/15/2006 12:00,0,30,Cladocera,Immature Cladoceran,0.05,0.07,,H
41343,LP061013,LPSJR193,10/15/2006 12:00,0,30,Rotifera,Keratella cochlearis,0.11,0,,H
41343,LP061013,LPSJR193,10/15/2006 12:00,0,30,Rotifera,Keratella earlinae,0.26,0,,H
41343,LP061013,LPSJR193,10/15/2006 12:00,0,30,Copepoda,Leptodiaptomus ashlandi,0.84,1.15,,H
41343,LP061013,LPSJR193,10/15/2006 12:00,0,30,Copepoda,Mesocyclops edax,0.58,0.68,,H
41343,LP061013,LPSJR193,10/15/2006 12:00,0,30,Copepoda,nauplii larvae,7.74,0.2,,H
41343,LP061013,LPSJR193,10/15/2006 12:00,0,30,Rotifera,Polyarthra vulgaris,0.11,0,,H
41343,LP061013,LPSJR193,10/15/2006 12:00,0,30,Rotifera,Synchaeta spp.,0.21,0,,H
41342,LP061013,LPSJR431,10/15/2006 9:30,0,25,Rotifera,Ascomorpha ecaudis,0.35,0,,H
41342,LP061013,LPSJR431,10/15/2006 9:30,0,25,Rotifera,Asplanchna spp.,0.52,0.71,,H
41342,LP061013,LPSJR431,10/15/2006 9:30,0,25,Cladocera,Bosmina longirostris,5.38,3.14,,H
41342,LP061013,LPSJR431,10/15/2006 9:30,0,25,Copepoda,Calanoid copepodid,0.87,0.49,,H
41342,LP061013,LPSJR431,10/15/2006 9:30,0,25,Rotifera,Conochilus unicornis,0.17,0,,H
41342,LP061013,LPSJR431,10/15/2006 9:30,0,25,Copepoda,Cyclopoid copepodid,17.19,3.4,,H
41342,LP061013,LPSJR431,10/15/2006 9:30,0,25,Cladocera,Daphnia galeata,1.91,24.17,,H
41342,LP061013,LPSJR431,10/15/2006 9:30,0,25,Rotifera,Keratella cochlearis,0.87,0,,H
41342,LP061013,LPSJR431,10/15/2006 9:30,0,25,Rotifera,Keratella earlinae,14.76,0.02,,H
41342,LP061013,LPSJR431,10/15/2006 9:30,0,25,Copepoda,Leptodiaptomus ashlandi,1.56,3.22,,H
41342,LP061013,LPSJR431,10/15/2006 9:30,0,25,Cladocera,Leptodora kindtii,0,0.05,,H
41342,LP061013,LPSJR431,10/15/2006 9:30,0,25,Copepoda,Mesocyclops edax,0.69,0.76,,H
41342,LP061013,LPSJR431,10/15/2006 9:30,0,25,Copepoda,nauplii larvae,25.7,0.75,,H
41342,LP061013,LPSJR431,10/15/2006 9:30,0,25,Rotifera,Polyarthra vulgaris,3.65,0.05,,H
41342,LP061013,LPSJR431,10/15/2006 9:30,0,25,Rotifera,Synchaeta spp.,2.08,0.01,,H
41341,LP061013,LPCR0905,10/14/2006 9:45,0,30,Cladocera,Bosmina longirostris,0.22,0.17,,H
41341,LP061013,LPCR0905,10/14/2006 9:45,0,30,Copepoda,Calanoid copepodid,0.29,0.45,,H
41341,LP061013,LPCR0905,10/14/2006 9:45,0,30,Cladocera,Ceriodaphnia spp.,0.06,0.49,,H
41341,LP061013,LPCR0905,10/14/2006 9:45,0,30,Rotifera,Conochilus unicornis,0.16,0,,H
41341,LP061013,LPCR0905,10/14/2006 9:45,0,30,Copepoda,Cyclopoid copepodid,0.87,0.05,,H
41341,LP061013,LPCR0905,10/14/2006 9:45,0,30,Cladocera,Daphnia galeata,0.16,0.34,,H
41341,LP061013,LPCR0905,10/14/2006 9:45,0,30,Cladocera,Daphnia pulex,0.87,7.8,,H
41341,LP061013,LPCR0905,10/14/2006 9:45,0,30,Copepoda,Diacyclops thomasi,0.03,0.03,,H
41341,LP061013,LPCR0905,10/14/2006 9:45,0,30,Cladocera,Diaphanosoma brachyurum,0.06,0.02,,H
41341,LP061013,LPCR0905,10/14/2006 9:45,0,30,Cladocera,Immature Cladoceran,0.03,0.01,,H
41341,LP061013,LPCR0905,10/14/2006 9:45,0,30,Rotifera,Keratella cochlearis,0.1,0,,H
41341,LP061013,LPCR0905,10/14/2006 9:45,0,30,Copepoda,Leptodiaptomus ashlandi,0.16,0.32,,H
41341,LP061013,LPCR0905,10/14/2006 9:45,0,30,Copepoda,Mesocyclops edax,0.16,0.98,,H
41341,LP061013,LPCR0905,10/14/2006 9:45,0,30,Copepoda,nauplii larvae,3.24,0.15,,H
41340,LP061013,LPCR0453,10/13/2006 16:15,0,30,Cladocera,Bosmina longirostris,0.06,0.02,,H
41340,LP061013,LPCR0453,10/13/2006 16:15,0,30,Copepoda,Calanoid copepodid,0.18,0.25,,H
41340,LP061013,LPCR0453,10/13/2006 16:15,0,30,Copepoda,Cyclopoid copepodid,0.29,0.1,,H
41340,LP061013,LPCR0453,10/13/2006 16:15,0,30,Cladocera,Daphnia pulex,0.35,5.53,,H
41340,LP061013,LPCR0453,10/13/2006 16:15,0,30,Cladocera,Immature Cladoceran,0.06,0.04,,H
41340,LP061013,LPCR0453,10/13/2006 16:15,0,30,Copepoda,Leptodiaptomus siciloides,0.28,1.08,,H
41340,LP061013,LPCR0453,10/13/2006 16:15,0,30,Copepoda,Mesocyclops edax,0.07,0.25,,H
41340,LP061013,LPCR0453,10/13/2006 16:15,0,30,Copepoda,nauplii larvae,2.78,0.1,,H
41340,LP061013,LPCR0453,10/13/2006 16:15,0,30,Rotifera,Polyarthra vulgaris,0.02,0,,H
41338,LP061013,LPCR0024,10/13/2006 12:30,0,30,Cladocera,Bosmina longirostris,0.06,0.03,,H
41338,LP061013,LPCR0024,10/13/2006 12:30,0,30,Copepoda,Calanoid copepodid,0.24,0.22,,H
41338,LP061013,LPCR0024,10/13/2006 12:30,0,30,Rotifera,Conochilus unicornis,0.02,0,,H
41338,LP061013,LPCR0024,10/13/2006 12:30,0,30,Copepoda,Cyclopoid copepodid,0.59,0.26,,H
41338,LP061013,LPCR0024,10/13/2006 12:30,0,30,Cladocera,Daphnia galeata,0.22,1.56,,H
41338,LP061013,LPCR0024,10/13/2006 12:30,0,30,Cladocera,Daphnia pulex,0.87,17.51,,H
41338,LP061013,LPCR0024,10/13/2006 12:30,0,30,Copepoda,Diacyclops thomasi,0.09,0.07,,H
41338,LP061013,LPCR0024,10/13/2006 12:30,0,30,Cladocera,Immature Cladoceran,0.06,0.04,,H
41338,LP061013,LPCR0024,10/13/2006 12:30,0,30,Copepoda,Leptodiaptomus siciloides,0.17,0.26,,H
41338,LP061013,LPCR0024,10/13/2006 12:30,0,30,Copepoda,Mesocyclops edax,0.35,1.15,,H
41338,LP061013,LPCR0024,10/13/2006 12:30,0,30,Rotifera,Monostyla stenroosi,0.02,0,,H
41338,LP061013,LPCR0024,10/13/2006 12:30,0,30,Copepoda,nauplii larvae,2.65,0.11,,H
41338,LP061013,LPCR0024,10/13/2006 12:30,0,30,Rotifera,Polyarthra vulgaris,0.02,0,,H
41338,LP061013,LPCR0024,10/13/2006 12:30,0,30,Rotifera,Synchaeta spp.,0.02,0,,H
41339,LP061013,LPCR0024,10/13/2006 12:30,30,60,Cladocera,Bosmina longirostris,0.01,0.01,,H
41339,LP061013,LPCR0024,10/13/2006 12:30,30,60,Copepoda,Calanoid copepodid,0.03,0.04,,H
41339,LP061013,LPCR0024,10/13/2006 12:30,30,60,Cladocera,Ceriodaphnia spp.,0.01,0.03,,H
41339,LP061013,LPCR0024,10/13/2006 12:30,30,60,Rotifera,Conochilus unicornis,0.01,0,,H
41339,LP061013,LPCR0024,10/13/2006 12:30,30,60,Copepoda,Cyclopoid copepodid,0.11,0.03,,H
41339,LP061013,LPCR0024,10/13/2006 12:30,30,60,Cladocera,Daphnia galeata,0.01,0.05,,H
41339,LP061013,LPCR0024,10/13/2006 12:30,30,60,Cladocera,Daphnia pulex,0.04,1.28,,H
